0.01,5.,560.5516677986042
0.01,5.225,568.5640807042682
0.01,5.45,575.7973750165412
0.01,5.675,582.3523204948822
0.01,5.9,588.32968689875
0.01,6.125,593.8302439876032
0.01,6.35,599.0011363980769
0.01,6.575,604.0076151656434
0.01,6.8,608.7535173119105
0.01,7.025,613.259008034465
0.01,7.25,617.5528823974789
0.01,7.475,621.6591317452309
0.01,7.7,625.5768866812696
0.01,7.925000000000001,629.3187420716935
0.01,8.15,632.8972927826005
0.01,8.375,636.3408572269522
0.01,8.6,639.6491361192365
0.01,8.825,642.824803761969
0.01,9.05,645.8755783609685
0.01,9.275,648.8091781220534
0.01,9.5,651.637683506833
0.01,9.725000000000001,654.3787888647813
0.01,9.95,657.0232268406287
0.01,10.175,659.5756360094251
0.01,10.4,662.0406549462199
0.01,10.625,664.4229222260628
0.01,10.850000000000001,666.7270764240035
0.01,11.075,668.9678946063316
0.01,11.3,671.1464026936665
0.01,11.525,673.2585529017757
0.01,11.75,675.3070762784373
0.01,11.975000000000001,677.2947038714293
0.01,12.2,679.2241667285298
0.01,12.425,681.0981958975168
0.01,12.65,682.9195224261682
0.01,12.875,684.6995962137247
0.01,13.1,686.438788484874
0.01,13.325000000000001,688.1323188284097
0.01,13.55,689.7817617287108
0.01,13.775,691.3886916701566
0.01,14.,692.9546831371263
0.01,14.225,694.481310613999
0.01,14.450000000000001,695.970148585154
0.01,14.675,697.4227715349704
0.01,14.9,698.8407539478274
0.01,15.125,700.23670390275
0.01,15.35,701.6034557674382
0.01,15.575000000000001,702.939539450284
0.01,15.8,704.2458437509523
0.01,16.025,705.5232574691073
0.01,16.25,706.772669404414
0.01,16.475,707.994968356537
0.01,16.700000000000003,709.1910431251407
0.01,16.925,710.36178250989
0.01,17.15,711.5080753104492
0.01,17.375,712.6308103264832
0.01,17.6,713.7308763576566
0.01,17.825000000000003,714.8196459879803
0.01,18.05,715.8888071601152
0.01,18.275,716.9375787860313
0.01,18.5,717.9664506768665
0.01,18.725,718.9759126437596
0.01,18.950000000000003,719.9664544978484
0.01,19.175,720.9385660502714
0.01,19.4,721.8927371121669
0.01,19.625,722.8294574946731
0.01,19.85,723.7492170089286
0.01,20.075000000000003,724.6525054660713
0.01,20.3,725.5398126772395
0.01,20.525,726.4116284535719
0.01,20.75,727.2684426062065
0.01,20.975,728.1127296548502
0.01,21.2,728.9511896598201
0.01,21.425,729.7761126602785
0.01,21.650000000000002,730.5877630352218
0.01,21.875,731.3864051636465
0.01,22.1,732.1723034245487
0.01,22.325,732.945722196925
0.01,22.55,733.7069258597717
0.01,22.775000000000002,734.4561787920852
0.01,23.,735.1937453728619
0.01,23.225,735.9198899810983
0.01,23.45,736.6348769957906
0.01,23.675,737.3389707959352
0.01,23.900000000000002,738.0324357605285
0.01,24.125,738.7155362685671
0.01,24.35,739.3885366990471
0.01,24.575,740.0517014309651
0.01,24.8,740.7052948433172
0.01,25.025000000000002,741.3495813151
0.01,25.25,741.9933676550171
0.01,25.475,742.6286471836291
0.01,25.7,743.2553544899298
0.01,25.925,743.8736283948408
0.01,26.150000000000002,744.4836077192834
0.01,26.375,745.085431284179
0.01,26.6,745.6792379104493
0.01,26.825,746.2651664190154
0.01,27.05,746.8433556307989
0.01,27.275000000000002,747.4139443667211
0.01,27.5,747.9770714477038
0.01,27.725,748.5328756946681
0.01,27.95,749.0814959285353
0.01,28.175,749.6230709702273
0.01,28.400000000000002,750.1577396406652
0.01,28.625,750.6856407607705
0.01,28.85,751.2069131514648
0.01,29.075,751.7216956336694
0.01,29.3,752.2301270283057
0.01,29.525000000000002,752.7323461562952
0.01,29.75,753.2284918385592
0.01,29.975,753.7187028960193
0.01,30.2,754.2047540498802
0.01,30.425,754.690924249006
0.01,30.650000000000002,755.1716259478458
0.01,30.875,755.64693038369
0.01,31.1,756.1169087938292
0.01,31.325,756.5816324155538
0.01,31.55,757.0411724861544
0.01,31.775000000000002,757.4956002429212
0.01,32.,757.9449869231449
0.01,32.225,758.3894037641161
0.01,32.45,758.8289220031248
0.01,32.675,759.263612877462
0.01,32.900000000000006,759.6935476244179
0.01,33.125,760.1187974812829
0.01,33.35,760.5394336853476
0.01,33.575,760.9555274739025
0.01,33.8,761.3671500842381
0.01,34.025000000000006,761.7743727536447
